 Mh1    ld345       cs_(fb)   
 126.0    1.990000    8.5718E+00 
 127.0    2.004000    8.4095E+00 
 128.0    2.009000    8.1866E+00 
 129.0    2.020000    8.0095E+00 
 130.0    2.035000    7.8529E+00 
 131.0    2.023000    7.5265E+00 
 132.0    2.047000    7.4687E+00 
 133.0    2.033000    7.1438E+00 
 134.0    2.054000    7.0590E+00 
 135.0    2.071000    6.9652E+00 
 136.0    2.063000    6.7001E+00 
 137.0    2.070000    6.5431E+00 
 138.0    2.105000    6.5699E+00 
 139.0    2.100000    6.3409E+00 
 140.0    2.126000    6.3030E+00 
 141.0    2.123000    6.1064E+00 
 142.0    2.133000    5.9766E+00 
 143.0    2.151000    5.9145E+00 
 144.0    2.150000    5.7429E+00 
 145.0    2.150000    5.5721E+00 
 146.0    2.186000    5.6172E+00 
 147.0    2.175000    5.3949E+00 
 148.0    2.190000    5.3168E+00 
 149.0    2.175000    5.1024E+00 
 150.0    2.217000    5.1548E+00 
 151.0    2.229000    5.0709E+00 
 152.0    2.231000    4.9475E+00 
 153.0    2.242000    4.8598E+00 
 154.0    2.232000    4.6804E+00 
 155.0    2.254000    4.6528E+00 
 156.0    2.263000    4.5734E+00 
 157.0    2.293000    4.5639E+00 
 158.0    2.282000    4.4107E+00 
 159.0    2.316000    4.4114E+00 
 160.0    2.309000    4.2834E+00 
 161.0    2.332000    4.2519E+00 
 162.0    2.331000    4.1476E+00 
 163.0    2.347000    4.0939E+00 
 164.0    2.353000    4.0056E+00 
 165.0    2.340000    3.8685E+00 
 166.0    2.381000    3.9072E+00 
 167.0    2.394000    3.8607E+00 
 168.0    2.416000    3.8303E+00 
 169.0    2.398000    3.6820E+00 
 170.0    2.422000    3.6687E+00 
 171.0    2.442000    3.6318E+00 
 172.0    2.449000    3.5669E+00 
 173.0    2.440000    3.4534E+00 
 174.0    2.469000    3.4566E+00 
 175.0    2.463000    3.3549E+00 
 176.0    2.495000    3.3680E+00 
 177.0    2.503000    3.3043E+00 
 178.0    2.509000    3.2514E+00 
 179.0    2.516000    3.1910E+00 
 180.0    2.540000    3.1727E+00 
 181.0    2.539000    3.0985E+00 
 182.0    2.570000    3.1060E+00 
 183.0    2.549000    2.9796E+00 
 184.0    2.587000    2.9987E+00 
 185.0    2.581000    2.9203E+00 
 186.0    2.599000    2.8892E+00 
 187.0    2.619000    2.8716E+00 
 188.0    2.635000    2.8450E+00 
 189.0    2.637000    2.7888E+00 
 190.0    2.651000    2.7529E+00 
 191.0    2.641000    2.6727E+00 
 192.0    2.665000    2.6633E+00 
 193.0    2.699000    2.6762E+00 
 194.0    2.702000    2.6245E+00 
 195.0    2.729000    2.6181E+00 
 196.0    2.733000    2.5637E+00 
 197.0    2.732000    2.5117E+00 
 198.0    2.752000    2.4922E+00 
 199.0    2.751000    2.4408E+00 
 200.0    2.756000    2.4006E+00 
