 Mh1       Mh2      Mhc      ld345        ld         Omega       protonSI     Br(H->h1h1)    Br(H->h2h2)   Br(H->h-h+)     Width_H      HB     HS      R      v_stab     LEP    S        T   
112.00   113.00   113.00   1.000E-02   8.000E+00   5.651E-03    4.070E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
113.00   114.00   114.00   1.000E-02   8.000E+00   5.723E-03    3.997E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
114.00   115.00   115.00   1.000E-02   8.000E+00   5.801E-03    3.925E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
115.00   116.00   116.00   1.000E-02   8.000E+00   5.878E-03    3.856E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
116.00   117.00   117.00   1.000E-02   8.000E+00   5.959E-03    3.788E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
117.00   118.00   118.00   1.000E-02   8.000E+00   6.040E-03    3.722E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
118.00   119.00   119.00   1.000E-02   8.000E+00   6.123E-03    3.658E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
119.00   120.00   120.00   1.000E-02   8.000E+00   6.206E-03    3.595E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
120.00   121.00   121.00   1.000E-02   8.000E+00   6.290E-03    3.534E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
121.00   122.00   122.00   1.000E-02   8.000E+00   6.376E-03    3.474E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
122.00   123.00   123.00   1.000E-02   8.000E+00   6.463E-03    3.416E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
123.00   124.00   124.00   1.000E-02   8.000E+00   6.551E-03    3.359E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
124.00   125.00   125.00   1.000E-02   8.000E+00   6.639E-03    3.304E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
125.00   126.00   126.00   1.000E-02   8.000E+00   6.729E-03    3.250E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
126.00   127.00   127.00   1.000E-02   8.000E+00   6.820E-03    3.197E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
127.00   128.00   128.00   1.000E-02   8.000E+00   6.910E-03    3.146E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
128.00   129.00   129.00   1.000E-02   8.000E+00   6.997E-03    3.096E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
129.00   130.00   130.00   1.000E-02   8.000E+00   7.078E-03    3.047E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
130.00   131.00   131.00   1.000E-02   8.000E+00   7.174E-03    2.999E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
131.00   132.00   132.00   1.000E-02   8.000E+00   7.270E-03    2.952E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
132.00   133.00   133.00   1.000E-02   8.000E+00   7.368E-03    2.907E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
133.00   134.00   134.00   1.000E-02   8.000E+00   7.466E-03    2.862E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
134.00   135.00   135.00   1.000E-02   8.000E+00   7.566E-03    2.818E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
135.00   136.00   136.00   1.000E-02   8.000E+00   7.666E-03    2.776E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
136.00   137.00   137.00   1.000E-02   8.000E+00   7.767E-03    2.734E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
137.00   138.00   138.00   1.000E-02   8.000E+00   7.869E-03    2.693E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
138.00   139.00   139.00   1.000E-02   8.000E+00   7.972E-03    2.653E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
139.00   140.00   140.00   1.000E-02   8.000E+00   8.076E-03    2.614E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.001    0.000 
140.00   141.00   141.00   1.000E-02   8.000E+00   8.180E-03    2.576E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
141.00   142.00   142.00   1.000E-02   8.000E+00   8.287E-03    2.539E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.000    0.000 
142.00   143.00   143.00   1.000E-02   8.000E+00   8.393E-03    2.503E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
143.00   144.00   144.00   1.000E-02   8.000E+00   8.501E-03    2.467E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    0.001    0.000 
144.00   145.00   145.00   1.000E-02   8.000E+00   8.609E-03    2.432E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
145.00   146.00   146.00   1.000E-02   8.000E+00   8.718E-03    2.398E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
146.00   147.00   147.00   1.000E-02   8.000E+00   8.828E-03    2.364E-11     0.000E+00      0.000E+00     0.000E+00     4.255E-03      1      1    0.005      1        1    -0.000    0.000 
